5000, 1.000000, 0.000000, 0.000000, 2.247578, 1.494850, 1.494850, 4.513087, 3.841368, 3.841368, 5.150437, 3.945593, 3.945593, 4.883296, 4.762887, 4.762887, 5.354498, 4.662331, 4.662331, 
15000, 1.000000, 0.000000, 0.000000, 1.935773, 1.107924, 1.107924, 3.776800, 2.806186, 2.806186, 4.442599, 2.775799, 2.775799, 4.862028, 3.163344, 3.163344, 4.542423, 3.507239, 3.507239, 
25000, 1.000000, 0.000000, 0.000000, 1.992891, 1.203505, 1.203505, 3.918552, 2.910202, 2.910202, 4.594742, 2.878777, 2.878777, 4.944386, 3.107605, 3.107605, 4.409800, 3.406593, 3.406593, 
35000, 1.000000, 0.000000, 0.000000, 1.869683, 1.116450, 1.116450, 3.693352, 2.777232, 2.777232, 4.391966, 2.674814, 2.674814, 4.966845, 2.964413, 2.964413, 4.127713, 3.142258, 3.142258, 
45000, 1.000000, 0.000000, 0.000000, 1.847218, 1.142778, 1.142778, 3.383056, 2.298025, 2.298025, 4.093188, 2.135231, 2.135231, 5.198964, 3.207633, 3.207633, 4.289643, 3.599258, 3.599258, 
55000, 1.000000, 0.000000, 0.000000, 1.770871, 1.131038, 1.131038, 3.358432, 2.460521, 2.460521, 4.147034, 2.266551, 2.266551, 5.256925, 2.971032, 2.971032, 3.816856, 2.768544, 2.768544, 
65000, 1.000000, 0.000000, 0.000000, 1.556571, 0.913805, 0.913805, 2.911364, 1.943752, 1.943752, 3.845784, 1.739544, 1.739544, 5.641156, 2.550957, 2.550957, 3.582800, 2.612439, 2.612439, 
75000, 1.000000, 0.000000, 0.000000, 1.615948, 0.999812, 0.999812, 2.879092, 1.850208, 1.850208, 3.809982, 1.636014, 1.636014, 4.794411, 2.124749, 2.124749, 3.164612, 1.948221, 1.948221, 
85000, 1.000000, 0.000000, 0.000000, 1.825609, 1.013160, 1.013160, 3.430278, 2.071402, 2.071402, 4.121070, 1.931381, 1.931381, 4.852611, 2.869002, 2.869002, 3.908317, 2.625903, 2.625903, 
95000, 1.000000, 0.000000, 0.000000, 1.670724, 1.143832, 1.143832, 2.940294, 2.024779, 2.024779, 3.876037, 1.753694, 1.753694, 5.853093, 3.516541, 3.516541, 4.043364, 4.043364, 4.284600, 
105000, 1.000000, 0.000000, 0.000000, 2.158986, 1.369352, 1.369352, 3.614015, 2.034547, 2.034547, 4.216942, 1.858502, 1.858502, 4.965549, 3.036721, 3.036721, 4.185543, 2.586688, 2.586688, 
115000, 1.000000, 0.000000, 0.000000, 1.360088, 0.616350, 0.616350, 2.551459, 1.964894, 1.964894, 3.234822, 1.605634, 1.605634, 4.322613, 1.545842, 1.545842, 3.228285, 1.964847, 1.964847, 
125000, 1.000000, 0.000000, 0.000000, 1.529777, 0.848630, 0.848630, 2.945658, 2.014869, 2.014869, 3.900222, 1.974606, 1.974606, 5.478995, 1.905685, 1.905685, 3.434508, 2.093207, 2.093207, 
135000, 1.000000, 0.000000, 0.000000, 1.059016, 0.247858, 0.247858, 1.500279, 0.759026, 0.759026, 3.022245, 0.432389, 0.432389, 5.186137, 0.139577, 0.139577, 1.741970, 0.525337, 0.525337, 
145000, 1.000000, 0.000000, 0.000000, 1.949116, 1.676826, 1.676826, 2.800988, 2.189285, 2.189285, 3.939680, 1.756528, 1.756528, 4.947291, 1.224407, 1.224407, 3.418648, 2.731867, 2.731867, 
155000, 1.000000, 0.000000, 0.000000, 3.292208, 2.802525, 2.802525, 3.851028, 2.003085, 2.003085, 4.287683, 1.861235, 1.861235, 3.926793, 2.032467, 2.032467, 4.297426, 2.102505, 2.102505, 
165000, 1.000000, 1.000000, 1.000000, 2.113117, 2.113117, 2.113117, 1.966306, 1.966306, 1.966306, 3.229242, 3.229242, 3.229242, 6.534296, 6.534296, 6.534296, 2.446450, 2.446450, 2.446450, 
175000, 1.000000, 0.000000, 0.000000, 1.751311, 1.444948, 1.444948, 2.852141, 2.756114, 2.756114, 3.847896, 2.101695, 2.101695, 3.943581, 1.230728, 1.230728, 2.211612, 1.706203, 1.706203, 
185000, 1.000000, 1.000000, 1.000000, 1.632011, 1.632011, 1.632011, 1.461468, 1.461468, 1.461468, 2.628363, 2.628363, 2.628363, 4.902417, 4.902417, 4.902417, 1.831281, 1.831281, 1.831281, 
195000, 1.000000, 0.000000, 0.000000, 1.202820, 0.214820, 0.214820, 1.753262, 0.815314, 0.815314, 3.025649, 0.847447, 0.847447, 3.710422, 0.867004, 0.867004, 1.685907, 0.581806, 0.581806, 
205000, 1.000000, 0.000000, 0.000000, 3.371956, 3.371956, 5.627443, 3.747549, 2.970076, 2.970076, 4.492117, 2.761550, 2.761550, 5.074542, 2.563123, 2.563123, 4.404258, 3.013979, 3.013979, 
215000, 1.000000, 0.000000, 0.000000, 1.647549, 0.554709, 0.554709, 1.755538, 0.334468, 0.334468, 2.940955, 0.166030, 0.166030, 5.886149, 0.878080, 0.878080, 2.304068, 0.125165, 0.125165, 
235000, 1.000000, 0.000000, 0.000000, 5.656103, 5.656103, 11.862490, 2.597165, 1.876097, 1.876097, 3.387417, 1.601737, 1.601737, 4.513242, 2.991713, 2.991713, 3.069354, 1.750298, 1.750298, 
245000, 1.000000, 0.000000, 0.000000, 2.566175, 1.888322, 1.888322, 3.882325, 2.612144, 2.612144, 4.388008, 2.461386, 2.461386, 7.744080, 7.744080, 10.722341, 6.220723, 5.914358, 5.914358, 
255000, 1.000000, 0.000000, 0.000000, 1.506253, 0.664362, 0.664362, 1.687721, 0.540915, 0.540915, 3.125387, 0.292466, 0.292466, 5.703524, 1.929671, 1.929671, 2.030101, 0.199591, 0.199591, 
265000, 1.000000, 0.000000, 0.000000, 3.088008, 2.850353, 2.850353, 2.303957, 1.042549, 1.042549, 3.139581, 0.615099, 0.615099, 7.694560, 3.638420, 3.638420, 4.130421, 2.551056, 2.551056, 
325000, 1.000000, 1.000000, 1.000000, 4.122605, 4.122605, 4.122605, 2.144636, 2.144636, 2.144636, 3.645594, 3.645594, 3.645594, 6.508621, 6.508621, 6.508621, 2.496169, 2.496169, 2.496169, 
335000, 1.000000, 0.000000, 0.000000, 1.510913, 0.732142, 0.732142, 1.547070, 0.460837, 0.460837, 3.064122, 0.336828, 0.336828, 4.668883, 0.871269, 0.871269, 1.659188, 0.539544, 0.539544, 
355000, 1.000000, 1.000000, 1.000000, 0.251797, 0.251797, 0.251797, 0.183558, 0.183558, 0.183558, 1.007455, 1.007455, 1.007455, 1.007573, 1.007573, 1.007573, 0.183841, 0.183841, 0.183841, 
